company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
EEW-Bergrohr GmbH,Erndtebrück,NA,NA,"0,00","6.684.550,99",30.06.2022,30.06.2021,bundesanzeiger_local_stahlverarbeitung/EEW-Bergrohr_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Eisenwerk Würth GmbH,Bad Friedrichshall,"1.650.420,16",2.143,"5.261.211,20",6.003,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Eisenwerk_Wuerth_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Josef F. Filthaut Bronzegießerei GmbH,Iserlohn,NA,NA,"275.855,00","263.892,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Josef_F._Filthaut_Bronzegiesserei_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Fritz Finkernagel Drahtwerk,Altena,NA,NA,NA,NA,31.12.2011,31.12.2010,bundesanzeiger_local_stahlverarbeitung/Fritz_Finkernagel_Drahtwerk/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Sumitomo Electric Hartmetallfabrik GmbH,Lauchheim,"6.977.984,79","8.231.064,33","15.928.179,85","17.878.454,28",01.04.2021,31.03.2022,bundesanzeiger_local_stahlverarbeitung/Sumitomo_Electric_Hartmetallfabrik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
H. Künne GmbH & Co. KG Stahldrahtwerk,Hemer,NA,NA,NA,NA,-,-,
UBB Umformtechnik GmbH,Burgbernheim,NA,NA,NA,NA,-,-,
EEW-Pickhan Umformtechnik GmbH,Siegen,NA,NA,"2.760.175,74","3.982.570,74",30.06.2021,30.06.2020,bundesanzeiger_local_stahlverarbeitung/EEW-Pickhan_Umformtechnik_GmbH/Jahresabschluss_Jahresfinanzbericht_zum_Geschaeftsjahr_vom_01.07.2020_bis_zum_30.06.2021
Wöhrle GmbH & Co. KG,Wildberg,"3.105.233,80",2.047,"8.868.210,34",7.819,01.01.2011,31.12.2011,bundesanzeiger_local_stahlverarbeitung/Woehrle_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
AGRO Steel Wire GmbH,Bad Essen,NA,NA,NA,NA,-,-,
Mittelrheinische Metallgießerei,Andernach,510.366,398.338,31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Mittelrheinische_Metallgiesserei/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BBroch Adler - Umformtechnik GmbH & Co. KG,Solingen,NA,NA,NA,NA,-,-,
Drahtwerk Waidhaus GmbH,Waidhaus,"72.962,63","95.516,98","1.232.518,32","1.346.952,34",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Drahtwerk_Waidhaus_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
METALL-KONTOR GmbH & Co. KG,Staufenberg,"118.925,04","151.101,09","593.312,11",796,01.01.2014,31.12.2014,bundesanzeiger_local_stahlverarbeitung/METALL-KONTOR_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
Ernst Strassacker GmbH & Co. KG,Süßen,"650.365,00",798,"5.741.732,82",5.565,31.12.2021,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Ernst_Strassacker_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eisengießerei Neumarkt,Neumarkt i.d.OPf.,NA,NA,"345.769,00","321.940,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Eisengiesserei_Neumarkt/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Herold & Co. GmbH,Gefrees,NA,NA,"2.032.917,94","2.336.507,65",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Herold_and_Co._GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
TPS-Technitube Röhrenwerke GmbH,Daun,"2.171.011,62","2.961.471,13","11.111.153,37","12.644.623,60",29.03.2022,11.07.2022,bundesanzeiger_local_stahlverarbeitung/TPS-Technitube_Roehrenwerke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Krämer GmbH Industriebehälter,Rain am Lech,NA,NA,"1.900.263,10","1.940.614,15",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Kraemer_GmbH_Industriebehaelter/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
König & Co. GmbH,Netphen,"5.427.872,00","6.980.877,00","17.719.665,29","19.741.627,68",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Koenig_and_Co._GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sachsen Guss GmbH,Chemnitz,"17.250.521,00","14.286.717,00","29.937.847,07","29.980.755,11",01.10.2016,31.12.2016,bundesanzeiger_local_stahlverarbeitung/Sachsen_Guss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2016_bis_zum_31.12.2016
Wilhelm Schwarz & Co. Bewehrungstechnik,Schlüsselfeld,"1.785.280,97","2.091.350,09","2.573.476,52","2.857.660,98",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Wilhelm_Schwarz_and_Co._Bewehrungstechnik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Albert Hoffmann GmbH,Eschweiler,"3.078.881,52","2.978.463,00","7.961.148,09","7.746.489,20",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Albert_Hoffmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eisenbau Krämer GmbH,Kreuztal,"11.086.761,00","12.535.231,00","26.356.892,20","28.841.248,08",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Eisenbau_Kraemer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
voestalpine Wire Germany GmbH,Finsterwalde,"4.600.718,88","3.757.066,20","13.521.064,01","10.614.574,25",01.04.2013,31.03.2014,bundesanzeiger_local_stahlverarbeitung/voestalpine_Wire_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2013_bis_zum_31.03.2014
Karl Buch Walzengiesserei GmbH & Co. KG,Siegen,"4.514.240,51","5.121.259,00","4.981.879,71","5.602.824,59",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Karl_Buch_Walzengiesserei_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Vulcast Germany GmbH,Jünkerath,"1.007.706,00","1.257.355,55","6.804.819,32","8.264.671,17",01.01.2019,31.12.2019,bundesanzeiger_local_stahlverarbeitung/Vulcast_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
INOVA Innovative Gusserzeugnisse GmbH,Mülheim an der Ruhr,NA,NA,"63.460,00","36.324,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/INOVA_Innovative_Gusserzeugnisse_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bödenpresswerk Daaden GmbH,Daaden,"3.044.919,00","3.199.113,00","3.799.783,16","4.123.213,20",01.10.2021,30.09.2022,bundesanzeiger_local_stahlverarbeitung/Boedenpresswerk_Daaden_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Spieß GmbH,Weilrod,NA,NA,"1.189.696,00","785.827,50",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Spiess_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Warmpresswerk Max B. Schachmann GmbH,Niederstadtfeld,"2.144.867,00",2.340,"4.051.985,39",4.548,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Warmpresswerk_Max_B._Schachmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Stahlhammer Bommern GmbH,Hamm,"2.186.937,79","3.054.967,70","4.128.532,44","5.144.121,51",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Stahlhammer_Bommern_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebr. Grieshaber GmbH,Triberg im Schwarzwald,"740.829,39","833.439,39",53,52,31.12.2021,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Gebr._Grieshaber_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hugo Schmitz GmbH + Co. KG,Iserlohn,NA,NA,NA,NA,-,-,
KrampeHarex GmbH & Co. KG,Hamm,"1.984.778,00","2.285.120,00","8.364.213,11","8.710.048,51",01.01.2018,31.12.2018,bundesanzeiger_local_stahlverarbeitung/KrampeHarex_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Wickeder Westfalenstahl GmbH,Wickede (Ruhr),"4.766.737,85","5.662.257,00","8.281.156,87","8.975.117,69",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Wickeder_Westfalenstahl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GeisslerWista GmbH,Witten,"4.395.829,20","4.996.530,51",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/GeisslerWista_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Senger GmbH,Schwarzenbach,NA,NA,"122.163,00","259.364,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Senger_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bender-Ferndorf Rohr GmbH,Kreuztal,"2.414.389,00","3.037.348,00","2.839.061,00","3.467.835,35",01.07.2012,30.06.2013,bundesanzeiger_local_stahlverarbeitung/Bender-Ferndorf_Rohr_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2012_bis_zum_30.06.2013
Gesellschaft für Wolfram-Industrie mbH,Traunstein,"658.087,00","615.280,34","1.036.241,67","977.559,28",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Gesellschaft_fuer_Wolfram-Industrie_mbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FBS Industry GmbH & Co. KG,Solingen,NA,NA,"268.122,69","340.283,69",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/FBS_Industry_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bronner + Martin KG Gesenkschmiede,Emmingen-Liptingen,NA,NA,NA,NA,-,-,
Gabarró Deutschland GmbH,Brandenburg an der Havel,"4.426.121,00","5.325.509,00","11.277.315,29","12.332.469,50",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Gabarró_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hagener Feinstahl GmbH,Hagen,"1.632.769,53","2.172.448,75","15.708.962,25","17.052.527,10",31.12.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Hagener_Feinstahl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SAAR-BLANKSTAHL GmbH,Homburg,4.912,6.395,6.154,7.466,31.12.2012,31.12.2013,bundesanzeiger_local_stahlverarbeitung/SAAR-BLANKSTAHL_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
EMW Stahl Service GmbH,Neunkirchen,NA,NA,NA,NA,-,-,
Gustav Wolf Drahtseilerei,Nebra (Unstrut),NA,NA,NA,NA,-,-,
Tittel Drahtwaren GmbH,Großröhrsdorf,NA,NA,"358.103,00","348.369,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Tittel_Drahtwaren_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
lafortec GmbH,Grünhain-Beierfeld,NA,NA,"2.481.486,24","2.382.796,83",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/lafortec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Isenmann Drahtsiebe GmbH Sachsen,Panschwitz-Kuckau,NA,NA,NA,NA,-,-,
Sprint Metal Edelstahlziehereien GmbH,Hemer,"509.111,00","522.672,00","1.968.613,85","1.860.491,58",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Sprint_Metal_Edelstahlziehereien_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FRIJNS INDUSTRIAL GROUP GmbH,Aachen,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/FRIJNS_INDUSTRIAL_GROUP_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Müller & Borggräfe GmbH,Gevelsberg,NA,NA,"430.579,00","534.453,92",31.12.2021,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Mueller_and_Borggraefe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MICROMETAL GmbH,Müllheim,"371.184,00","511.953,00","4.021.138,78","4.227.994,55",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/MICROMETAL_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GLOBUS - Drahtseil GmbH & Co. KG,Hilden,NA,NA,NA,NA,-,-,
Saar-Metallwerke GmbH,Saarbrücken,"1.066.074,00","1.227.353,00","1.542.133,73","1.728.402,73",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Saar-Metallwerke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rudolf Wiegmann Umformtechnik GmbH,Bersenbrück,"3.160.223,00","3.308.047,00","3.479.867,00","3.699.463,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Rudolf_Wiegmann_Umformtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Welding Alloys Deutschland GmbH,Wachtendonk,8.146,967,"1.462.345,86","1.480.551,36",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Welding_Alloys_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WW-K Warmwalzwerk Königswinter GmbH,Königswinter,"2.020.220,52","1.264.341,52","2.812.096,18","2.577.396,53",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/WW-K_Warmwalzwerk_Koenigswinter_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schüer GmbH,Bakum,"147.280,00","134.424,00","1.374.867,00","786.666,00",01.01.2019,31.12.2019,bundesanzeiger_local_stahlverarbeitung/Schueer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
R.A.B.S. Balkonbau GmbH,Anrode,NA,NA,"866.489,20","901.222,20",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/R.A.B.S._Balkonbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
HMS Maass GmbH & Co. KG,Kalletal,"524.678,00","607.324,00","956.319,30","1.124.176,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/HMS_Maass_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bucher Metallbau GmbH,Seelbach,NA,NA,"517.826,00","627.820,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Bucher_Metallbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
P.G.S. Plettenberger Gesenkschmiede GmbH,Plettenberg,"4.168.724,00","4.638.598,00","8.156.055,77","7.768.871,58",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/P.G.S._Plettenberger_Gesenkschmiede_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Drameco GmbH,Wittlich,NA,NA,"32.440,99","41.505,00",01.01.2011,31.12.2011,bundesanzeiger_local_stahlverarbeitung/Drameco_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Emil Keck GmbH & Co. KG,Schutterwald,NA,NA,"41.581,00","56.789,00",01.01.2019,31.12.2019,bundesanzeiger_local_stahlverarbeitung/Emil_Keck_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Huesecken Wire GmbH,Hagen,"1.323.792,12","1.381.988,90","1.997.094,47","1.676.030,74",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Huesecken_Wire_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ChromStahl Stahl- und Metallhandel GmbH,Garbsen,"299.164,68","271.117,38","3.246.413,83","3.289.416,65",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/ChromStahl_Stahl-_und_Metallhandel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ZGG - Zeitzer Guss GmbH,Zeitz,"13.701.876,00","11.129.873,00","40.684.184,07","38.711.029,45",31.12.2014,18.06.2015,bundesanzeiger_local_stahlverarbeitung/ZGG_-_Zeitzer_Guss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
