company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Hermann Klincke J. H. Sohn GmbH & Co. KG,Altena,"201.155,81","128.860,33","4.598.311,41","4.102.697,77",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Hermann_Klincke_J._H._Sohn_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Salzgitter Mannesmann Grobblech GmbH,Mülheim an der Ruhr,NA,NA,NA,NA,-,-,
B & F Metallbautechnik GmbH,Wildeshausen,NA,NA,"3.314.699,68","3.263.470,37",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/B_and_F_Metallbautechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Franken-Apparatebau GmbH,Oberhausen,"1.239.682,00","1.431.136,00",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Franken-Apparatebau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KÖBO GmbH & Co. KG,Wuppertal,"80.417,08","105.426,78","6.071.761,29","6.357.915,41",31.12.2021,31.12.2020,bundesanzeiger_local_stahlverarbeitung/KOeBO_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Haller Industriebau GmbH,Villingen-Schwenningen,"1.391.007,00","1.078.943,00","3.772.793,00","3.414.119,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Haller_Industriebau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DIEPA Drahtseilwerk Dietz GmbH & Co. KG,Neustadt bei Coburg,NA,NA,NA,NA,-,-,
Geisselmann GmbH,Freiberg am Neckar,"126.373,50",139,"513.695,50",485,01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Geisselmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
fischer Hydroforming GmbH,Menden (Sauerland),NA,NA,NA,NA,-,-,
Lindemann GmbH & Co. KG,Bünde,NA,NA,"2.107.507,35","2.356.925,25",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Lindemann_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Karl Georg GmbH,Ingelbach,"2.955.842,00","2.655.460,00","4.196.808,50","4.636.512,83",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Karl_Georg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kimmel GmbH & Co. KG,Simbach,"1.473.311,00","1.976.084,50","2.198.516,39","2.642.373,50",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Kimmel_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Glave Gruppe GmbH,Norden,NA,NA,"28.232.799,50","24.110.196,08",01.09.2021,31.08.2022,bundesanzeiger_local_stahlverarbeitung/Glave_Gruppe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.09.2021_bis_zum_31.08.2022
Friedrich Graepel Aktiengesellschaft,Löningen,NA,NA,"903.511,00","98.037,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Friedrich_Graepel_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Deutsche Nickel GmbH,Schwerte,"3.763.649,00","4.158.819,00","5.414.768,95","5.197.612,39",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Deutsche_Nickel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dillenberg GmbH & Co. KG,Düsseldorf,"1.811.416,23","1.763.099,74","2.662.873,59","2.677.985,10",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Dillenberg_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eisenwerk Bassum GmbH,Bassum,"0,00","4.747.189,93","5.197.317,72","4.603.722,45",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Eisenwerk_Bassum_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Quadrus Metalltechnik GmbH,Schmidgaden,"5.479.083,50","5.750.589,50","6.653.823,44","6.550.087,50",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Quadrus_Metalltechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dossmann GmbH,Walldürn,"2.678.708,52","2.731.024,52","9.576.917,44","10.119.345,89",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Dossmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VTN Witten GmbH,Witten,"926.997,29","850.453,00","2.315.563,85","2.004.266,31",01.01.2013,31.12.2013,bundesanzeiger_local_stahlverarbeitung/VTN_Witten_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
DWK Drahtwerk Köln GmbH,Köln,2021,"1,87",9.701,10.771,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/DWK_Drahtwerk_Koeln_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Röhrenwerk Kupferdreh Carl Hamm GmbH,Essen,"901.102,27","904.507,91","6.092.945,46","6.489.699,95",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Roehrenwerk_Kupferdreh_Carl_Hamm_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ahlers Edelstahltechnik GmbH,Versmold,NA,NA,"25.508,00","40.815,00",01.10.2021,30.09.2022,bundesanzeiger_local_stahlverarbeitung/Ahlers_Edelstahltechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Welser Profile Deutschland GmbH,Bönen,"13.753.816,62","17.602.389,28","74.127.073,15","80.465.296,14",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Welser_Profile_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ervin Germany GmbH,Sprockhövel,"10.530.164,43","10.476.684,43","9.358.274,49","9.843.062,67",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Ervin_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
EZM Edelstahlzieherei Mark GmbH,Wetter (Ruhr),"4.072.481,01","4.489.691,51","7.425.184,24","4.878.654,10",31.12.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/EZM_Edelstahlzieherei_Mark_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
H&G Produktion und Service GmbH,Burbach,"399.575,61","433.231,14","1.530.206,14","1.619.450,18",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/HandG_Produktion_und_Service_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Butting Könnern GmbH,Könnern,"3.197.178,48","4.071.266,89","6.307.398,29","6.910.148,96",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Butting_Koennern_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Power-Cast Zitzmann GmbH & Co. KG,Stockheim,NA,NA,NA,NA,-,-,
Filigran Trägersysteme GmbH & Co. KG,Leese,"3.057.633,00",3.317,"7.483.405,65",7.536,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Filigran_Traegersysteme_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Energietechnik Essen GmbH,Essen,NA,NA,NA,NA,01.01.2014,31.12.2014,bundesanzeiger_local_stahlverarbeitung/Energietechnik_Essen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
Hüntelmann GmbH & Co. KG,Werpeloh,"297.683,71","336.318,71","4.503.426,12","3.903.717,43",-,-,bundesanzeiger_local_stahlverarbeitung/Huentelmann_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Flanschenwerk Bebitz GmbH,Könnern OT Bebitz,"308.452,00","683.794,00","4.677.338,68","5.422.334,77",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Flanschenwerk_Bebitz_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
LTI-Metalltechnik GmbH,Schöntal,"5.894.802,00",5.349,"8.475.003,95",7.718,31.12.2010,31.12.2011,bundesanzeiger_local_stahlverarbeitung/LTI-Metalltechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2012_bis_zum_31.12.2012
Gontermann-Peipers GmbH,Siegen,"6.641.545,00",8.355,"23.070.924,71",25.929,01.07.2021,30.06.2022,bundesanzeiger_local_stahlverarbeitung/Gontermann-Peipers_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
JAHN GmbH,Tambach-Dietharz,"28.298.167,00","28.494.294,00","47.308.288,59","44.200.506,10",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/JAHN_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Z & J Technologies GmbH,Düren,NA,NA,NA,NA,-,-,
FRANK Walz- und Schmiedetechnik GmbH,Hatzfeld (Eder),"5.090.487,60","5.004.417,92","10.559.589,96","10.682.982,28",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/FRANK_Walz-_und_Schmiedetechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
G ü l d e GmbH & Co KG Kaltwalzwerk,Kamen,"1.545.641,55","1.625.922,55","8.440.990,17","8.695.189,25",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/G_ue_l_d_e_GmbH_and_Co_KG_Kaltwalzwerk/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Isselburg Guß- und Bearbeitung GmbH,Isselburg,NA,NA,NA,NA,-,-,
INMET Stahl GmbH & Co. KG,Bochum,"4.940.329,65","5.956.827,15","7.449.910,30","8.612.234,80",01.07.2021,30.06.2022,bundesanzeiger_local_stahlverarbeitung/INMET_Stahl_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
THIELE GmbH + Co. KG,Iserlohn,"12.397.464,99","14.466.228,27","16.127.482,32","17.954.551,55",01.10.2021,30.09.2022,bundesanzeiger_local_stahlverarbeitung/THIELE_GmbH_+_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Gebhardt - Stahl - GmbH,Werl,"1.558.320,50","1.804.551,00","11.059.426,11","11.656.398,66",01.01.2019,31.12.2019,bundesanzeiger_local_stahlverarbeitung/Gebhardt_-_Stahl_-_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Otto Junker GmbH,Simmerath,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Otto_Junker_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
R. Kind Beteiligungs GmbH,Lindlar,NA,NA,NA,NA,-,-,
H. Hüttenbrauck Profil GmbH,Fröndenberg/Ruhr,NA,NA,NA,NA,-,-,
Kilian Tiefbohren GmbH,Langenfeld (Rheinland),NA,NA,NA,NA,-,-,
Heidenreich & Harbeck GmbH,Mölln,"2.843.157,78","3.120.763,64","6.297.648,37","6.569.530,50",01.06.2020,31.05.2021,bundesanzeiger_local_stahlverarbeitung/Heidenreich_and_Harbeck_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.06.2020_bis_zum_31.05.2021
Heinz Gothe GmbH & Co. KG,Mönchengladbach,"378.677,00","433,9","4.287.535,22","4.434,3",31.12.2006,31.12.2005,bundesanzeiger_local_stahlverarbeitung/Heinz_Gothe_GmbH_and_Co._KG/Jahresabschluss_zum_31.12.2006
Drahtwerk St. Ingbert GmbH,St. Ingbert,13.004,13.771,25.435,27.766,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Drahtwerk_St._Ingbert_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kemper GmbH,Vreden,NA,NA,"175.485,00","149.619,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Kemper_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Salzgitter Europlatinen GmbH,Salzgitter,NA,NA,NA,NA,-,-,
Pleissner Guss GmbH,Herzberg am Harz,"374.317,00","487.801,00",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Pleissner_Guss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Walzwerke Einsal GmbH,Nachrodt-Wiblingwerde,NA,NA,NA,NA,-,-,
König Metall GmbH & Co. KG,Gaggenau,"8.543.075,00","10.555.479,00","12.327.360,70","14.276.032,18",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Koenig_Metall_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schwering & Hasse Elektrodraht GmbH,Lügde,NA,NA,NA,NA,-,-,
Friedr. Lohmann GmbH,Witten,"9.701.154,12","11.403.794,12","16.980.469,80","18.964.184,23",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Friedr._Lohmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rösler Oberflächentechnik GmbH,Bad Staffelstein,NA,NA,NA,NA,-,-,
Karl Diederichs GmbH & Co. KG,Remscheid,NA,NA,NA,NA,-,-,
Wilhelm Sönnecken GmbH,Wuppertal,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Wilhelm_Soennecken_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Drahtwerk Wagener GmbH & Co. KG,Altena,NA,NA,NA,NA,-,-,
Mack Alu-Systeme GmbH,Klettgau,"1.807.212,50","1.972.557,00","2.491.496,50","2.769.677,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Mack_Alu-Systeme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BBV Baustahl und Blechverarbeitungs-,Brandenburg an der Havel,NA,NA,NA,NA,31.12.2011,31.12.2011,bundesanzeiger_local_stahlverarbeitung/BBV_Baustahl_und_Blechverarbeitungs-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
von Schaewen GmbH,Essen,"2.544.249,41","3.104.768,02","15.062.251,28","15.611.089,47",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/von_Schaewen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Metallbau Möller GmbH & Co KG,Erfurt,NA,NA,"1.348.178,00","1.395.852,00",01.09.2021,31.08.2022,bundesanzeiger_local_stahlverarbeitung/Metallbau_Moeller_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.09.2021_bis_zum_31.08.2022
Mudersbach GmbH & Co. KG,Friedewald,NA,NA,"67.494,00","39.100,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Mudersbach_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SIGMA Beteiligungs- und,Dillingen,NA,NA,"4.501.512,53","4.207.736,53",01.09.2021,31.08.2022,bundesanzeiger_local_stahlverarbeitung/SIGMA_Beteiligungs-_und/Jahresabschluss_zum_Geschaeftsjahr_vom_01.09.2021_bis_zum_31.08.2022
ESTA-Rohr-Gesellschaft mbH,Siegen,"1.682.063,00","1.823.266,00","8.022.452,15","8.350.005,45",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/ESTA-Rohr-Gesellschaft_mbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Müller Feinblechbautechnik GmbH,Frammersbach,"2.454.314,00","2.119.788,00","3.564.638,00","3.010.436,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Mueller_Feinblechbautechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hubl GmbH,Vaihingen an der Enz,"421.482,03",453,"5.897.749,11",5.731,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Hubl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Mankenberg GmbH,Lübeck,"931.893,00","468.912,00","1.584.958,49",1.023,09.04.2022,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Mankenberg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Albrecht Zwick GmbH,Hagen,"373.475,00","289.388,00","2.555.781,00","9.765.275,50",01.10.2021,30.09.2022,bundesanzeiger_local_stahlverarbeitung/Albrecht_Zwick_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
vR production (DUKTUS) gmbh,Wetzlar,"9.039.202,58",10.233,"17.918.778,90",19.221,01.07.2021,30.06.2022,bundesanzeiger_local_stahlverarbeitung/vR_production_(DUKTUS)_gmbh/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Schmid GmbH,Weiler-Simmerberg,"1.095.336,56","834.301,51","8.475.551,90","6.686.353,34",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Schmid_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BOS GmbH,Emsdetten,"971.394,00","1.361.650,00","5.773.700,93","6.437.653,54",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/BOS_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Peter Petrusky Stahlbau,Bad Lauterberg im Harz,NA,NA,NA,NA,-,-,
Julius Schüle Druckguss GmbH,Schwäbisch Gmünd,"1.731.362,51","1.024.461,51","80.766.411,56","91.354.066,64",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Julius_Schuele_Druckguss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
W. Pilling Kesselfabrik GmbH & Co. KG,Altena,NA,NA,NA,NA,-,-,
PHILIPP GmbH,Aschaffenburg,"333.860,00","428.525,00","1.349.787,00","813.859,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/PHILIPP_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rudi Göbel GmbH & Co. KG,Helmbrechts,"3.262.421,00","2.785.500,00","6.151.868,52","5.729.389,30",01.01.2007,31.12.2007,bundesanzeiger_local_stahlverarbeitung/Rudi_Goebel_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2007_bis_zum_31.12.2007
NEDRI Industriedraht GmbH,Hamm,"399.130,00","0,00","3.438.987,51",428,01.10.2021,30.09.2022,bundesanzeiger_local_stahlverarbeitung/NEDRI_Industriedraht_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Feinblech Systeme GmbH,Finnentrop,"434.838,50","569.737,50","2.343,00","36,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Feinblech_Systeme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kemptener Eisengießerei Adam Hönig AG,Kempten (Allgäu),"863.460,10","674.395,00","7.608.913,98","8.067.390,10",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Kemptener_Eisengiesserei_Adam_Hoenig_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MJ-Gerüst GmbH,Plettenberg,NA,NA,NA,NA,-,-,
Weinmann Aach AG,Dornstetten,"498.185,50","270.953,50",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Weinmann_Aach_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KRS - SEIGERT GmbH,Barchfeld-Immelborn,"5.462.514,66","6.340.526,62","16.855.741,20","18.773.599,32",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/KRS_-_SEIGERT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
LSV Lech-Stahl Veredelung GmbH,Landsberg am Lech,NA,NA,NA,NA,01.01.2011,31.12.2011,bundesanzeiger_local_stahlverarbeitung/LSV_Lech-Stahl_Veredelung_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Dietermann GmbH & Co KG,Viersen,NA,NA,"2.459.360,39",2.335,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Dietermann_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
