Firma1,URL,Ort,Top1_Machine,Maschinen_Park_Size
Werner Gießler GmbH,https://www.werner-giessler.de/,Elzach,3253216.0,120-200
AVO Carbon Germany GmbH,https://www.avocarbon.com/,Frankfurt am Main,3421298.0,120-200
OBD Precision GmbH,https://www.obd-precision.de/,Gaildorf,4666481.0,120-200
FICOSA INTERNATIONAL GmbH,http://www.ficosa.de/,Wolfenbüttel,1442762.0,40-60
Gummi- u. Kunststoffwerk G. Schönek,https://www.schoenek.de/,Nittenau,1117940.0,21-40
Ravensberger Schmierstoffvertrieb GmbH,https://www.ravenol.de/home.html,Werther (Westfalen),731645.0,15-20
IZOBLOK GmbH,https://izoblok.pl/,Ohrdruf,2452456.0,80-120
Kunststoff Helmbrechts AG,https://www.kh.de/,Helmbrechts,3574541.0,120-200
BEDIA Motorentechnik GmbH & Co. KG,http://www.bedia.com/,Altdorf bei Nürnberg,95636.0,No Match
Suroflex GmbH,https://www.suroflex.de/,Sulzbach-Rosenberg,1892386.0,80-120
Sonplas GmbH Planung Montage,https://www.sonplas.de/,Straubing,1341100.0,40-60
Megatech Industries Deutschland GmbH,https://www.megatech-industries.com/de/standorte/deutschland/,Feldkirchen,4601404.0,120-200
Walther Flender GmbH,https://www.walther-flender.de/de/,Düsseldorf,2925862.0,120-200
Alux-Luxar GmbH & Co. KG,https://www.alux.de/,Korschenbroich,782699.0,15-20
Novares Löhne GmbH,https://www.novaresteam.com/,Löhne,2666450.0,120-200
Litens Automotive GmbH & Co. KG,https://litens.com/,Gelnhausen,7074689.0,200-350
Läpple Automotive GmbH,https://www.laepple-automotive.de/,Teublitz,72698248.0,350-600
Lemförder Electronic GmbH,https://www.lemfoerder-electronic.com/,Espelkamp,4646958.0,120-200
ETM Engineering,https://www.etm-international.de/,Saalburg-Ebersdorf,8772267.0,200-350
Hewa Leder GmbH,https://hewa-leder.com/,Rehau,3241306.0,120-200
Groß Präzisionsdrehteile GmbH,https://www.gross-drehteile.de/,Böhmenkirch,1684336.0,60-80
McGard Deutschland GmbH,https://mcgard.de/,Nordheim,3954099.0,120-200
Umformtechnik Crimmitschau GmbH,http://www.utc-metall.de/,Crimmitschau,2481939.0,80-120
Diewe Wheels GmbH,https://www.diewe-wheels.de/,Kissing,200948.0,No Match
